Game,Season,Round,Venue,Attendance,Home Team,Away Team,Latitude,Longitude
2017R2105,2017,R21,Marvel Stadium,38487,Essendon,Adelaide,-37.8166,144.9475
2017R2106,2017,R21,Domain Stadium,30491,West Coast,Carlton,-31.94,115.825
2017R2104,2017,R21,The Gabba,17772,Brisbane Lions,Gold Coast,-27.4858,153.0381
2017R2103,2017,R21,GMHBA Stadium,32266,Geelong,Richmond,-38.158,144.3547
2017R2102,2017,R21,Sydney Cricket Ground,39281,Sydney,Fremantle,-33.8915,151.2249
2017R2109,2017,R21,Adelaide Oval,37533,Port Adelaide,Collingwood,-34.9155,138.5961
2017R2107,2017,R21,Melbourne Cricket Ground,53115,Melbourne,St Kilda,-37.82,144.9834
2017R2108,2017,R21,University of Tasmania Stadium,14509,Hawthorn,North Melbourne,-41.426,147.139
2017R2201,2017,R22,Adelaide Oval,51466,Adelaide,Sydney,-34.9155,138.5961
2017R2206,2017,R22,Heritage Bank Stadium,16817,Gold Coast,Essendon,-28.0063,153.3671
2017R2205,2017,R22,Marvel Stadium,35799,Carlton,Hawthorn,-37.8166,144.9475
2017R2203,2017,R22,Melbourne Cricket Ground,47889,Collingwood,Geelong,-37.82,144.9834
2017R2202,2017,R22,Mars Stadium,10087,Western Bulldogs,Port Adelaide,-37.5386,143.848
2017R2204,2017,R22,GIANTS Stadium,15751,Greater Western Sydney,West Coast,-33.8942,151.2293
2017R2208,2017,R22,Marvel Stadium,29126,St Kilda,North Melbourne,-37.8166,144.9475
2017R2209,2017,R22,Domain Stadium,34204,Fremantle,Richmond,-31.94,115.825
2017R2207,2017,R22,Melbourne Cricket Ground,30422,Melbourne,Brisbane Lions,-37.82,144.9834
2017R2301,2017,R23,Marvel Stadium,48090,Hawthorn,Western Bulldogs,-37.8166,144.9475
2017R2306,2017,R23,Adelaide Oval,34288,Port Adelaide,Gold Coast,-34.9155,138.5961
2017R2303,2017,R23,The Gabba,15416,Brisbane Lions,North Melbourne,-27.4858,153.0381
2017R2305,2017,R23,GMHBA Stadium,30087,Geelong,Greater Western Sydney,-38.158,144.3547
2017R2302,2017,R23,Melbourne Cricket Ground,51223,Collingwood,Melbourne,-37.82,144.9834
2017R2304,2017,R23,Sydney Cricket Ground,38965,Sydney,Carlton,-33.8915,151.2249
2017R2307,2017,R23,Marvel Stadium,42665,Essendon,Fremantle,-37.8166,144.9475
2017R2309,2017,R23,Domain Stadium,39367,West Coast,Adelaide,-31.94,115.825
2017R2308,2017,R23,Melbourne Cricket Ground,69104,Richmond,St Kilda,-37.82,144.9834
2017QF01,2017,QF,Adelaide Oval,52805,Adelaide,Greater Western Sydney,-34.9155,138.5961
2017QF02,2017,QF,Melbourne Cricket Ground,95028,Geelong,Richmond,-37.82,144.9834
2017EF02,2017,EF,Adelaide Oval,41172,Port Adelaide,West Coast,-34.9155,138.5961
2017EF01,2017,EF,Sydney Cricket Ground,46323,Sydney,Essendon,-33.8915,151.2249
2017SF01,2017,SF,Melbourne Cricket Ground,55529,Geelong,Sydney,-37.82,144.9834
2017SF02,2017,SF,GIANTS Stadium,14865,Greater Western Sydney,West Coast,-33.8942,151.2293
2017PF01,2017,PF,Adelaide Oval,53817,Adelaide,Geelong,-34.9155,138.5961
2017PF02,2017,PF,Melbourne Cricket Ground,94258,Richmond,Greater Western Sydney,-37.82,144.9834
2017GF01,2017,GF,Melbourne Cricket Ground,100021,Adelaide,Richmond,-37.82,144.9834
2018R101,2018,R1,Melbourne Cricket Ground,90151,Richmond,Carlton,-37.82,144.9834
2018R102,2018,R1,Marvel Stadium,43016,Essendon,Adelaide,-37.8166,144.9475
2018R104,2018,R1,Adelaide Oval,38324,Port Adelaide,Fremantle,-34.9155,138.5961
2018R105,2018,R1,Cazaly's Stadium,3722,Gold Coast,North Melbourne,-16.9357,145.7491
2018R103,2018,R1,Marvel Stadium,23731,St Kilda,Brisbane Lions,-37.8166,144.9475
2018R106,2018,R1,Melbourne Cricket Ground,58051,Hawthorn,Collingwood,-37.82,144.9834
2018R108,2018,R1,Melbourne Cricket Ground,54112,Melbourne,Geelong,-37.82,144.9834
2018R107,2018,R1,Manuka Oval,10454,Greater Western Sydney,Western Bulldogs,-35.3181,149.1347
2018R109,2018,R1,Optus Stadium,53553,West Coast,Sydney,-31.9512,115.889
2018R201,2018,R2,Adelaide Oval,49743,Adelaide,Richmond,-34.9155,138.5961
2018R202,2018,R2,Marvel Stadium,33966,North Melbourne,St Kilda,-37.8166,144.9475
2018R203,2018,R2,Marvel Stadium,28025,Carlton,Gold Coast,-37.8166,144.9475
2018R205,2018,R2,The Gabba,17141,Brisbane Lions,Melbourne,-27.4858,153.0381
2018R204,2018,R2,Melbourne Cricket Ground,30941,Collingwood,Greater Western Sydney,-37.82,144.9834
2018R206,2018,R2,Optus Stadium,49021,Fremantle,Essendon,-31.9512,115.889
2018R207,2018,R2,Marvel Stadium,22868,Western Bulldogs,West Coast,-37.8166,144.9475
2018R208,2018,R2,Sydney Cricket Ground,34636,Sydney,Port Adelaide,-33.8915,151.2249
2018R209,2018,R2,Melbourne Cricket Ground,73189,Geelong,Hawthorn,-37.82,144.9834
2018R301,2018,R3,Melbourne Cricket Ground,68548,Carlton,Collingwood,-37.82,144.9834
2018R302,2018,R3,Adelaide Oval,36363,Port Adelaide,Brisbane Lions,-34.9155,138.5961
2018R305,2018,R3,Marvel Stadium,19324,St Kilda,Adelaide,-37.8166,144.9475
2018R303,2018,R3,Melbourne Cricket Ground,35518,Melbourne,North Melbourne,-37.82,144.9834
2018R304,2018,R3,Optus Stadium,33388,Gold Coast,Fremantle,-31.9512,115.889
2018R306,2018,R3,Sydney Cricket Ground,34711,Sydney,Greater Western Sydney,-33.8915,151.2249
2018R308,2018,R3,Marvel Stadium,40499,Western Bulldogs,Essendon,-37.8166,144.9475
2018R307,2018,R3,Melbourne Cricket Ground,70701,Richmond,Hawthorn,-37.82,144.9834
2018R309,2018,R3,Optus Stadium,54535,West Coast,Geelong,-31.9512,115.889
2018R401,2018,R4,Adelaide Oval,45495,Adelaide,Collingwood,-34.9155,138.5961
2018R405,2018,R4,Blundstone Arena,14266,North Melbourne,Carlton,-42.8773,147.374
2018R404,2018,R4,Marvel Stadium,28058,Western Bulldogs,Sydney,-37.8166,144.9475
2018R403,2018,R4,Melbourne Cricket Ground,32870,Richmond,Brisbane Lions,-37.82,144.9834
2018R402,2018,R4,Manuka Oval,11356,Greater Western Sydney,Fremantle,-35.3181,149.1347
2018R406,2018,R4,Optus Stadium,51774,West Coast,Gold Coast,-31.9512,115.889
2018R407,2018,R4,Marvel Stadium,30900,Essendon,Port Adelaide,-37.8166,144.9475
2018R409,2018,R4,GMHBA Stadium,27338,Geelong,St Kilda,-38.158,144.3547
2018R408,2018,R4,Melbourne Cricket Ground,41973,Hawthorn,Melbourne,-37.82,144.9834
2018R501,2018,R5,Sydney Cricket Ground,38017,Sydney,Adelaide,-33.8915,151.2249
2018R504,2018,R5,Adelaide Oval,45372,Port Adelaide,Geelong,-34.9155,138.5961
2018R502,2018,R5,Marvel Stadium,14956,St Kilda,Greater Western Sydney,-37.8166,144.9475
2018R503,2018,R5,Melbourne Cricket Ground,27900,Carlton,West Coast,-37.82,144.9834
2018R505,2018,R5,Optus Stadium,43056,Fremantle,Western Bulldogs,-31.9512,115.889
2018R506,2018,R5,Marvel Stadium,27981,North Melbourne,Hawthorn,-37.8166,144.9475
2018R507,2018,R5,The Gabba,16087,Brisbane Lions,Gold Coast,-27.4858,153.0381
2018R508,2018,R5,Melbourne Cricket Ground,77071,Melbourne,Richmond,-37.82,144.9834
2018R509,2018,R5,Melbourne Cricket Ground,91440,Collingwood,Essendon,-37.82,144.9834
2018R601,2018,R6,Marvel Stadium,33915,Western Bulldogs,Carlton,-37.8166,144.9475
2018R606,2018,R6,Adelaide Oval,44835,Adelaide,Gold Coast,-34.9155,138.5961
2018R603,2018,R6,Marvel Stadium,17617,North Melbourne,Port Adelaide,-37.8166,144.9475
2018R602,2018,R6,GMHBA Stadium,31036,Geelong,Sydney,-38.158,144.3547
2018R604,2018,R6,GIANTS Stadium,10046,Greater Western Sydney,Brisbane Lions,-33.8942,151.2293
2018R605,2018,R6,University of Tasmania Stadium,15741,Hawthorn,St Kilda,-41.426,147.139
2018R607,2018,R6,Marvel Stadium,35964,Essendon,Melbourne,-37.8166,144.9475
2018R608,2018,R6,Melbourne Cricket Ground,72157,Collingwood,Richmond,-37.82,144.9834
2018R609,2018,R6,Optus Stadium,56521,Fremantle,West Coast,-31.9512,115.889
2018R701,2018,R7,GMHBA Stadium,25079,Geelong,Greater Western Sydney,-38.158,144.3547
2018R706,2018,R7,Adelaide Oval,47422,Adelaide,Carlton,-34.9155,138.5961
2018R703,2018,R7,Melbourne Cricket Ground,53018,Essendon,Hawthorn,-37.82,144.9834
2018R702,2018,R7,Mars Stadium,6833,Western Bulldogs,Gold Coast,-37.5386,143.848
2018R704,2018,R7,Optus Stadium,50516,West Coast,Port Adelaide,-31.9512,115.889
2018R705,2018,R7,Sydney Cricket Ground,29124,Sydney,North Melbourne,-33.8915,151.2249
2018R708,2018,R7,Marvel Stadium,25496,St Kilda,Melbourne,-37.8166,144.9475
2018R709,2018,R7,The Gabba,21850,Brisbane Lions,Collingwood,-27.4858,153.0381
2018R707,2018,R7,Melbourne Cricket Ground,43240,Richmond,Fremantle,-37.82,144.9834
2018R801,2018,R8,Melbourne Cricket Ground,32784,Hawthorn,Sydney,-37.82,144.9834
2018R805,2018,R8,Adelaide Oval,50967,Port Adelaide,Adelaide,-34.9155,138.5961
2018R806,2018,R8,Marvel Stadium,20865,Western Bulldogs,Brisbane Lions,-37.8166,144.9475
2018R804,2018,R8,The Gabba,6060,Gold Coast,Melbourne,-27.4858,153.0381
2018R803,2018,R8,Melbourne Cricket Ground,44669,Carlton,Essendon,-37.82,144.9834
2018R807,2018,R8,Optus Stadium,41752,Fremantle,St Kilda,-31.9512,115.889
2018R802,2018,R8,GIANTS Stadium,9253,Greater Western Sydney,West Coast,-33.8942,151.2293
2018R808,2018,R8,Marvel Stadium,29153,North Melbourne,Richmond,-37.8166,144.9475
2018R809,2018,R8,Melbourne Cricket Ground,44602,Collingwood,Geelong,-37.82,144.9834
2018R901,2018,R9,Adelaide Oval,39407,Adelaide,Western Bulldogs,-34.9155,138.5961
2018R902,2018,R9,Blundstone Arena,7194,North Melbourne,Greater Western Sydney,-42.8773,147.374
2018R905,2018,R9,Marvel Stadium,33994,St Kilda,Collingwood,-37.8166,144.9475
2018R904,2018,R9,Melbourne Cricket Ground,50228,Essendon,Geelong,-37.82,144.9834
2018R906,2018,R9,Sydney Cricket Ground,27481,Sydney,Fremantle,-33.8915,151.2249
2018R908,2018,R9,The Gabba,20628,Brisbane Lions,Hawthorn,-27.4858,153.0381
2018R907,2018,R9,Melbourne Cricket Ground,44142,Carlton,Melbourne,-37.82,144.9834
2018R909,2018,R9,Optus Stadium,57616,West Coast,Richmond,-31.9512,115.889
2018R1001,2018,R10,Marvel Stadium,37985,Collingwood,Western Bulldogs,-37.8166,144.9475
2018R1003,2018,R10,The Gabba,18702,Brisbane Lions,Sydney,-27.4858,153.0381
2018R1004,2018,R10,GMHBA Stadium,31090,Geelong,Carlton,-38.158,144.3547
2018R1002,2018,R10,Melbourne Cricket Ground,48850,Richmond,St Kilda,-37.82,144.9834
2018R1005,2018,R10,GIANTS Stadium,10789,Greater Western Sydney,Essendon,-33.8942,151.2293
2018R1006,2018,R10,Marvel Stadium,28077,Hawthorn,West Coast,-37.8166,144.9475
2018R1008,2018,R10,Optus Stadium,37575,Fremantle,North Melbourne,-31.9512,115.889
2018R1007,2018,R10,TIO Traeger Park,6989,Melbourne,Adelaide,-23.7091,133.875
2018R1101,2018,R11,Sydney Cricket Ground,27351,Sydney,Carlton,-33.8915,151.2249
2018R1104,2018,R11,Heritage Bank Stadium,17490,Gold Coast,Geelong,-28.0063,153.3671
2018R1102,2018,R11,Marvel Stadium,28485,Western Bulldogs,Melbourne,-37.8166,144.9475
2018R1105,2018,R11,Melbourne Cricket Ground,81046,Essendon,Richmond,-37.82,144.9834
2018R1106,2018,R11,Optus Stadium,54188,West Coast,St Kilda,-31.9512,115.889
2018R1103,2018,R11,University of Tasmania Stadium,13007,Hawthorn,Port Adelaide,-41.426,147.139
2018R1109,2018,R11,Adelaide Oval,44120,Adelaide,Greater Western Sydney,-34.9155,138.5961
2018R1107,2018,R11,Marvel Stadium,22133,North Melbourne,Brisbane Lions,-37.8166,144.9475
2018R1108,2018,R11,Melbourne Cricket Ground,34542,Collingwood,Fremantle,-37.82,144.9834
2018R1201,2018,R12,Adelaide Oval,39936,Port Adelaide,Richmond,-34.9155,138.5961
2018R1204,2018,R12,Marvel Stadium,27569,St Kilda,Sydney,-37.8166,144.9475
2018R1202,2018,R12,GMHBA Stadium,31265,Geelong,North Melbourne,-38.158,144.3547
2018R1203,2018,R12,GIANTS Stadium,7131,Greater Western Sydney,Gold Coast,-33.8942,151.2293
2018R1205,2018,R12,The Gabba,20476,Brisbane Lions,Essendon,-27.4858,153.0381
2018R1206,2018,R12,Optus Stadium,33421,Fremantle,Adelaide,-31.9512,115.889
2018R1207,2018,R12,Melbourne Cricket Ground,83518,Melbourne,Collingwood,-37.82,144.9834
2018R1301,2018,R13,Adelaide Oval,26137,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2018R1302,2018,R13,Sydney Cricket Ground,36402,Sydney,West Coast,-33.8915,151.2249
2018R1304,2018,R13,Heritage Bank Stadium,10181,Gold Coast,St Kilda,-28.0063,153.3671
2018R1303,2018,R13,Marvel Stadium,21430,Carlton,Fremantle,-37.8166,144.9475
2018R1305,2018,R13,Melbourne Cricket Ground,26693,Hawthorn,Adelaide,-37.82,144.9834
2018R1306,2018,R13,Melbourne Cricket Ground,46423,Geelong,Richmond,-37.82,144.9834
2018R1401,2018,R14,Optus Stadium,51409,West Coast,Essendon,-31.9512,115.889
2018R1402,2018,R14,Adelaide Oval,40751,Port Adelaide,Melbourne,-34.9155,138.5961
2018R1405,2018,R14,Marvel Stadium,26301,Western Bulldogs,North Melbourne,-37.8166,144.9475
2018R1404,2018,R14,The Gabba,11267,Brisbane Lions,Greater Western Sydney,-27.4858,153.0381
2018R1403,2018,R14,University of Tasmania Stadium,9007,Hawthorn,Gold Coast,-41.426,147.139
2018R1406,2018,R14,Melbourne Cricket Ground,53706,Collingwood,Carlton,-37.82,144.9834
2018R1501,2018,R15,Marvel Stadium,43519,Richmond,Sydney,-37.8166,144.9475
2018R1502,2018,R15,Marvel Stadium,29499,Western Bulldogs,Geelong,-37.8166,144.9475
2018R1504,2018,R15,Adelaide Oval,44771,Adelaide,West Coast,-34.9155,138.5961
2018R1505,2018,R15,Heritage Bank Stadium,13637,Gold Coast,Collingwood,-28.0063,153.3671
2018R1503,2018,R15,Melbourne Cricket Ground,26562,Carlton,Port Adelaide,-37.82,144.9834
2018R1506,2018,R15,GIANTS Stadium,10866,Greater Western Sydney,Hawthorn,-33.8942,151.2293
2018R1508,2018,R15,Marvel Stadium,45580,Essendon,North Melbourne,-37.8166,144.9475
2018R1507,2018,R15,Melbourne Cricket Ground,38910,Melbourne,St Kilda,-37.82,144.9834
2018R1509,2018,R15,Optus Stadium,41674,Fremantle,Brisbane Lions,-31.9512,115.889
2018R1601,2018,R16,Sydney Cricket Ground,34363,Sydney,Geelong,-33.8915,151.2249
2018R1602,2018,R16,Melbourne Cricket Ground,54934,Richmond,Adelaide,-37.82,144.9834
2018R1604,2018,R16,Adelaide Oval,36253,Port Adelaide,St Kilda,-34.9155,138.5961
2018R1605,2018,R16,Marvel Stadium,35320,Western Bulldogs,Hawthorn,-37.8166,144.9475
2018R1603,2018,R16,The Gabba,21074,Brisbane Lions,Carlton,-27.4858,153.0381
2018R1606,2018,R16,TIO Stadium,8689,Melbourne,Fremantle,-12.3988,130.8853
2018R1607,2018,R16,Marvel Stadium,14389,North Melbourne,Gold Coast,-37.8166,144.9475
2018R1608,2018,R16,Melbourne Cricket Ground,69868,Essendon,Collingwood,-37.82,144.9834
2018R1609,2018,R16,Optus Stadium,52105,West Coast,Greater Western Sydney,-31.9512,115.889
2018R1701,2018,R17,Adelaide Oval,46095,Adelaide,Geelong,-34.9155,138.5961
2018R1702,2018,R17,Marvel Stadium,33780,St Kilda,Carlton,-37.8166,144.9475
2018R1705,2018,R17,Heritage Bank Stadium,13061,Gold Coast,Essendon,-28.0063,153.3671
2018R1704,2018,R17,Melbourne Cricket Ground,31053,Melbourne,Western Bulldogs,-37.82,144.9834
2018R1706,2018,R17,GIANTS Stadium,14456,Greater Western Sydney,Richmond,-33.8942,151.2293
2018R1703,2018,R17,University of Tasmania Stadium,12557,Hawthorn,Brisbane Lions,-41.426,147.139
2018R1708,2018,R17,Marvel Stadium,25633,North Melbourne,Sydney,-37.8166,144.9475
2018R1707,2018,R17,Melbourne Cricket Ground,53439,Collingwood,West Coast,-37.82,144.9834
2018R1709,2018,R17,Optus Stadium,33190,Fremantle,Port Adelaide,-31.9512,115.889
2018R1801,2018,R18,Marvel Stadium,36269,St Kilda,Richmond,-37.8166,144.9475
2018R1804,2018,R18,Marvel Stadium,31564,Essendon,Fremantle,-37.8166,144.9475
2018R1805,2018,R18,The Gabba,20475,Brisbane Lions,Adelaide,-27.4858,153.0381
2018R1806,2018,R18,GMHBA Stadium,30125,Geelong,Melbourne,-38.158,144.3547
2018R1802,2018,R18,Melbourne Cricket Ground,50393,Collingwood,North Melbourne,-37.82,144.9834
2018R1803,2018,R18,Sydney Cricket Ground,32565,Sydney,Gold Coast,-33.8915,151.2249
2018R1809,2018,R18,Adelaide Oval,34693,Port Adelaide,Greater Western Sydney,-34.9155,138.5961
2018R1807,2018,R18,Marvel Stadium,30405,Carlton,Hawthorn,-37.8166,144.9475
2018R1808,2018,R18,Optus Stadium,46854,West Coast,Western Bulldogs,-31.9512,115.889
2018R1901,2018,R19,Marvel Stadium,42251,Essendon,Sydney,-37.8166,144.9475
2018R1906,2018,R19,Adelaide Oval,45880,Adelaide,Melbourne,-34.9155,138.5961
2018R1905,2018,R19,Heritage Bank Stadium,10776,Gold Coast,Carlton,-28.0063,153.3671
2018R1903,2018,R19,GMHBA Stadium,28226,Geelong,Brisbane Lions,-38.158,144.3547
2018R1902,2018,R19,Melbourne Cricket Ground,88180,Richmond,Collingwood,-37.82,144.9834
2018R1904,2018,R19,GIANTS Stadium,12014,Greater Western Sydney,St Kilda,-33.8942,151.2293
2018R1907,2018,R19,Blundstone Arena,11176,North Melbourne,West Coast,-42.8773,147.374
2018R1908,2018,R19,Mars Stadium,6450,Western Bulldogs,Port Adelaide,-37.5386,143.848
2018R1909,2018,R19,Optus Stadium,41845,Fremantle,Hawthorn,-31.9512,115.889
2018R2001,2018,R20,Melbourne Cricket Ground,67054,Richmond,Geelong,-37.82,144.9834
2018R2004,2018,R20,Adelaide Oval,50377,Adelaide,Port Adelaide,-34.9155,138.5961
2018R2006,2018,R20,Marvel Stadium,20748,St Kilda,Western Bulldogs,-37.8166,144.9475
2018R2003,2018,R20,The Gabba,18395,Brisbane Lions,North Melbourne,-27.4858,153.0381
2018R2002,2018,R20,Melbourne Cricket Ground,68857,Hawthorn,Essendon,-37.82,144.9834
2018R2005,2018,R20,Sydney Cricket Ground,39238,Sydney,Collingwood,-33.8915,151.2249
2018R2007,2018,R20,Marvel Stadium,16697,Carlton,Greater Western Sydney,-37.8166,144.9475
2018R2008,2018,R20,Melbourne Cricket Ground,23072,Melbourne,Gold Coast,-37.82,144.9834
2018R2009,2018,R20,Optus Stadium,57375,West Coast,Fremantle,-31.9512,115.889
2018R2101,2018,R21,Marvel Stadium,37483,Essendon,St Kilda,-37.8166,144.9475
2018R2104,2018,R21,Adelaide Oval,32534,Port Adelaide,West Coast,-34.9155,138.5961
2018R2103,2018,R21,Heritage Bank Stadium,18102,Gold Coast,Richmond,-28.0063,153.3671
2018R2106,2018,R21,Marvel Stadium,33390,Collingwood,Brisbane Lions,-37.8166,144.9475
2018R2102,2018,R21,Melbourne Cricket Ground,59529,Hawthorn,Geelong,-37.82,144.9834
2018R2105,2018,R21,Manuka Oval,13249,Greater Western Sydney,Adelaide,-35.3181,149.1347
2018R2107,2018,R21,Marvel Stadium,27031,North Melbourne,Western Bulldogs,-37.8166,144.9475
2018R2108,2018,R21,Melbourne Cricket Ground,51424,Melbourne,Sydney,-37.82,144.9834
2018R2109,2018,R21,Optus Stadium,40028,Fremantle,Carlton,-31.9512,115.889
2018R2201,2018,R22,Melbourne Cricket Ground,76424,Richmond,Essendon,-37.82,144.9834
2018R2206,2018,R22,Heritage Bank Stadium,11907,Gold Coast,Brisbane Lions,-28.0063,153.3671
2018R2205,2018,R22,Marvel Stadium,24795,St Kilda,Hawthorn,-37.8166,144.9475
2018R2203,2018,R22,GMHBA Stadium,24507,Geelong,Fremantle,-38.158,144.3547
2018R2202,2018,R22,Melbourne Cricket Ground,46286,Collingwood,Port Adelaide,-37.82,144.9834
2018R2204,2018,R22,GIANTS Stadium,21433,Greater Western Sydney,Sydney,-33.8942,151.2293
2018R2209,2018,R22,Adelaide Oval,41444,Adelaide,North Melbourne,-34.9155,138.5961
2018R2207,2018,R22,Marvel Stadium,24143,Carlton,Western Bulldogs,-37.8166,144.9475
2018R2208,2018,R22,Optus Stadium,55824,West Coast,Melbourne,-31.9512,115.889
2018R2301,2018,R23,Adelaide Oval,39168,Port Adelaide,Essendon,-34.9155,138.5961
2018R2305,2018,R23,Marvel Stadium,17000,Carlton,Adelaide,-37.8166,144.9475
2018R2302,2018,R23,GMHBA Stadium,28004,Geelong,Gold Coast,-38.158,144.3547
2018R2303,2018,R23,Melbourne Cricket Ground,56998,Richmond,Western Bulldogs,-37.82,144.9834
2018R2304,2018,R23,Optus Stadium,41320,Fremantle,Collingwood,-31.9512,115.889
2018R2306,2018,R23,Sydney Cricket Ground,39660,Sydney,Hawthorn,-33.8915,151.2249
2018R2309,2018,R23,Marvel Stadium,19866,St Kilda,North Melbourne,-37.8166,144.9475
2018R2307,2018,R23,The Gabba,16367,Brisbane Lions,West Coast,-27.4858,153.0381
2018R2308,2018,R23,Melbourne Cricket Ground,37285,Melbourne,Greater Western Sydney,-37.82,144.9834
2018QF01,2018,QF,Melbourne Cricket Ground,91446,Richmond,Hawthorn,-37.82,144.9834
2018EF01,2018,EF,Melbourne Cricket Ground,91767,Melbourne,Geelong,-37.82,144.9834
2018QF02,2018,QF,Optus Stadium,59585,West Coast,Collingwood,-31.9512,115.889
2018EF02,2018,EF,Sydney Cricket Ground,40350,Sydney,Greater Western Sydney,-33.8915,151.2249
2018SF01,2018,SF,Melbourne Cricket Ground,90152,Hawthorn,Melbourne,-37.82,144.9834
2018SF02,2018,SF,Melbourne Cricket Ground,72504,Collingwood,Greater Western Sydney,-37.82,144.9834
2018PF01,2018,PF,Melbourne Cricket Ground,94959,Richmond,Collingwood,-37.82,144.9834
2018PF02,2018,PF,Optus Stadium,59608,West Coast,Melbourne,-31.9512,115.889
2018GF01,2018,GF,Melbourne Cricket Ground,100022,West Coast,Collingwood,-37.82,144.9834
2019R101,2019,R1,Melbourne Cricket Ground,85016,Carlton,Richmond,-37.82,144.9834
2019R102,2019,R1,Melbourne Cricket Ground,78017,Collingwood,Geelong,-37.82,144.9834
2019R104,2019,R1,Adelaide Oval,50180,Adelaide,Hawthorn,-34.9155,138.5961
2019R105,2019,R1,Marvel Stadium,32303,Western Bulldogs,Sydney,-37.8166,144.9475
2019R106,2019,R1,The Gabba,20029,Brisbane Lions,West Coast,-27.4858,153.0381
2019R103,2019,R1,Melbourne Cricket Ground,38866,Melbourne,Port Adelaide,-37.82,144.9834
2019R107,2019,R1,Marvel Stadium,20291,St Kilda,Gold Coast,-37.8166,144.9475
2019R109,2019,R1,Optus Stadium,40033,Fremantle,North Melbourne,-31.9512,115.889
2019R108,2019,R1,GIANTS Stadium,15424,Greater Western Sydney,Essendon,-33.8942,151.2293
2019R201,2019,R2,Melbourne Cricket Ground,70699,Richmond,Collingwood,-37.82,144.9834
2019R202,2019,R2,Sydney Cricket Ground,32575,Sydney,Adelaide,-33.8915,151.2249
2019R204,2019,R2,Adelaide Oval,41552,Port Adelaide,Carlton,-34.9155,138.5961
2019R203,2019,R2,Marvel Stadium,44252,Essendon,St Kilda,-37.8166,144.9475
2019R205,2019,R2,GMHBA Stadium,27561,Geelong,Melbourne,-38.158,144.3547
2019R206,2019,R2,Optus Stadium,54985,West Coast,Greater Western Sydney,-31.9512,115.889
2019R209,2019,R2,Heritage Bank Stadium,10119,Gold Coast,Fremantle,-28.0063,153.3671
2019R207,2019,R2,Marvel Stadium,23100,North Melbourne,Brisbane Lions,-37.8166,144.9475
2019R208,2019,R2,Melbourne Cricket Ground,39368,Hawthorn,Western Bulldogs,-37.82,144.9834
2019R301,2019,R3,Adelaide Oval,45631,Adelaide,Geelong,-34.9155,138.5961
2019R302,2019,R3,Melbourne Cricket Ground,52475,Melbourne,Essendon,-37.82,144.9834
2019R303,2019,R3,Marvel Stadium,39290,Carlton,Sydney,-37.8166,144.9475
2019R305,2019,R3,The Gabba,19958,Brisbane Lions,Port Adelaide,-27.4858,153.0381
2019R306,2019,R3,Melbourne Cricket Ground,60878,Collingwood,West Coast,-37.82,144.9834
2019R304,2019,R3,GIANTS Stadium,12697,Greater Western Sydney,Richmond,-33.8942,151.2293
2019R307,2019,R3,Marvel Stadium,22499,Western Bulldogs,Gold Coast,-37.8166,144.9475
2019R308,2019,R3,Melbourne Cricket Ground,36174,Hawthorn,North Melbourne,-37.82,144.9834
2019R309,2019,R3,Optus Stadium,38227,Fremantle,St Kilda,-31.9512,115.889
2019R401,2019,R4,Sydney Cricket Ground,26669,Sydney,Melbourne,-33.8915,151.2249
2019R402,2019,R4,Melbourne Cricket Ground,59257,Collingwood,Western Bulldogs,-37.82,144.9834
2019R405,2019,R4,Adelaide Oval,38864,Port Adelaide,Richmond,-34.9155,138.5961
2019R406,2019,R4,Marvel Stadium,17207,North Melbourne,Adelaide,-37.8166,144.9475
2019R403,2019,R4,GMHBA Stadium,28780,Geelong,Greater Western Sydney,-38.158,144.3547
2019R404,2019,R4,Melbourne Cricket Ground,48289,Essendon,Brisbane Lions,-37.82,144.9834
2019R407,2019,R4,Optus Stadium,58219,West Coast,Fremantle,-31.9512,115.889
2019R408,2019,R4,Heritage Bank Stadium,14176,Gold Coast,Carlton,-28.0063,153.3671
2019R409,2019,R4,Marvel Stadium,35883,St Kilda,Hawthorn,-37.8166,144.9475
2019R501,2019,R5,The Gabba,34017,Brisbane Lions,Collingwood,-27.4858,153.0381
2019R502,2019,R5,Marvel Stadium,48278,North Melbourne,Essendon,-37.8166,144.9475
2019R503,2019,R5,Optus Stadium,49290,West Coast,Port Adelaide,-31.9512,115.889
2019R506,2019,R5,Marvel Stadium,40053,Richmond,Sydney,-37.8166,144.9475
2019R505,2019,R5,Melbourne Cricket Ground,35558,Melbourne,St Kilda,-37.82,144.9834
2019R504,2019,R5,Manuka Oval,11277,Greater Western Sydney,Fremantle,-35.3181,149.1347
2019R508,2019,R5,Adelaide Oval,40847,Adelaide,Gold Coast,-34.9155,138.5961
2019R507,2019,R5,Marvel Stadium,35069,Western Bulldogs,Carlton,-37.8166,144.9475
2019R509,2019,R5,Melbourne Cricket Ground,66347,Hawthorn,Geelong,-37.82,144.9834
2019R601,2019,R6,Melbourne Cricket Ground,72704,Richmond,Melbourne,-37.82,144.9834
2019R602,2019,R6,Melbourne Cricket Ground,92241,Essendon,Collingwood,-37.82,144.9834
2019R603,2019,R6,Adelaide Oval,36099,Port Adelaide,North Melbourne,-34.9155,138.5961
