Game,Season,Round,Venue,Attendance,Home Team,Away Team,Latitude,Longitude
2016EF01,2016,EF,Domain Stadium,42078,West Coast,Western Bulldogs,-31.94,115.825
2016QF01,2016,QF,Melbourne Cricket Ground,87533,Geelong,Hawthorn,-37.82,144.9834
2016QF02,2016,QF,Accor Stadium,60222,Sydney,Greater Western Sydney,-33.8471,151.0634
2016EF02,2016,EF,Adelaide Oval,49007,Adelaide,North Melbourne,-34.9155,138.5961
2016SF01,2016,SF,Melbourne Cricket Ground,87823,Hawthorn,Western Bulldogs,-37.82,144.9834
2016SF02,2016,SF,Sydney Cricket Ground,38136,Sydney,Adelaide,-33.8915,151.2249
2016PF01,2016,PF,Melbourne Cricket Ground,71772,Geelong,Sydney,-37.82,144.9834
2016PF02,2016,PF,GIANTS Stadium,21790,Greater Western Sydney,Western Bulldogs,-33.8942,151.2293
2016GF01,2016,GF,Melbourne Cricket Ground,99981,Sydney,Western Bulldogs,-37.82,144.9834
2017R101,2017,R1,Melbourne Cricket Ground,73137,Carlton,Richmond,-37.82,144.9834
2017R102,2017,R1,Melbourne Cricket Ground,66254,Collingwood,Western Bulldogs,-37.82,144.9834
2017R106,2017,R1,Heritage Bank Stadium,12710,Gold Coast,Brisbane Lions,-28.0063,153.3671
2017R103,2017,R1,Marvel Stadium,36249,St Kilda,Melbourne,-37.8166,144.9475
2017R105,2017,R1,Melbourne Cricket Ground,78294,Essendon,Hawthorn,-37.82,144.9834
2017R104,2017,R1,Sydney Cricket Ground,33129,Sydney,Port Adelaide,-33.8915,151.2249
2017R108,2017,R1,Adelaide Oval,43993,Adelaide,Greater Western Sydney,-34.9155,138.5961
2017R107,2017,R1,Marvel Stadium,21997,North Melbourne,West Coast,-37.8166,144.9475
2017R109,2017,R1,Domain Stadium,34638,Fremantle,Geelong,-31.94,115.825
2017R201,2017,R2,Melbourne Cricket Ground,58236,Richmond,Collingwood,-37.82,144.9834
2017R202,2017,R2,Marvel Stadium,42834,Western Bulldogs,Sydney,-37.8166,144.9475
2017R206,2017,R2,Domain Stadium,37749,West Coast,St Kilda,-31.94,115.825
2017R205,2017,R2,The Gabba,21749,Brisbane Lions,Essendon,-27.4858,153.0381
2017R203,2017,R2,Melbourne Cricket Ground,37420,Hawthorn,Adelaide,-37.82,144.9834
2017R204,2017,R2,GIANTS Stadium,8022,Greater Western Sydney,Gold Coast,-33.8942,151.2293
2017R209,2017,R2,Adelaide Oval,38388,Port Adelaide,Fremantle,-34.9155,138.5961
2017R207,2017,R2,Marvel Stadium,30917,Geelong,North Melbourne,-37.8166,144.9475
2017R208,2017,R2,Melbourne Cricket Ground,46727,Melbourne,Carlton,-37.82,144.9834
2017R301,2017,R3,Sydney Cricket Ground,35310,Sydney,Collingwood,-33.8915,151.2249
2017R306,2017,R3,Adelaide Oval,53698,Port Adelaide,Adelaide,-34.9155,138.5961
2017R302,2017,R3,Blundstone Arena,8758,North Melbourne,Greater Western Sydney,-42.8773,147.374
2017R304,2017,R3,Marvel Stadium,29733,Geelong,Melbourne,-37.8166,144.9475
2017R305,2017,R3,Domain Stadium,28865,Fremantle,Western Bulldogs,-31.94,115.825
2017R303,2017,R3,Melbourne Cricket Ground,42523,Richmond,West Coast,-37.82,144.9834
2017R309,2017,R3,Heritage Bank Stadium,14728,Gold Coast,Hawthorn,-28.0063,153.3671
2017R307,2017,R3,Marvel Stadium,23097,St Kilda,Brisbane Lions,-37.8166,144.9475
2017R308,2017,R3,Melbourne Cricket Ground,48022,Carlton,Essendon,-37.82,144.9834
2017R401,2017,R4,Domain Stadium,38063,West Coast,Sydney,-31.94,115.825
2017R402,2017,R4,Marvel Stadium,42814,North Melbourne,Western Bulldogs,-37.8166,144.9475
2017R406,2017,R4,Adelaide Oval,47492,Adelaide,Essendon,-34.9155,138.5961
2017R405,2017,R4,Marvel Stadium,24968,Carlton,Gold Coast,-37.8166,144.9475
2017R403,2017,R4,Melbourne Cricket Ground,27829,Melbourne,Fremantle,-37.82,144.9834
2017R404,2017,R4,Manuka Oval,9185,Greater Western Sydney,Port Adelaide,-35.3181,149.1347
2017R407,2017,R4,Marvel Stadium,36650,Collingwood,St Kilda,-37.8166,144.9475
2017R408,2017,R4,The Gabba,21669,Brisbane Lions,Richmond,-27.4858,153.0381
2017R409,2017,R4,Melbourne Cricket Ground,62360,Hawthorn,Geelong,-37.82,144.9834
2017R501,2017,R5,Adelaide Oval,43120,Port Adelaide,Carlton,-34.9155,138.5961
2017R503,2017,R5,Heritage Bank Stadium,12672,Gold Coast,Adelaide,-28.0063,153.3671
2017R502,2017,R5,Marvel Stadium,31822,Western Bulldogs,Brisbane Lions,-37.8166,144.9475
2017R505,2017,R5,Domain Stadium,33319,Fremantle,North Melbourne,-31.94,115.825
2017R504,2017,R5,Sydney Cricket Ground,34824,Sydney,Greater Western Sydney,-33.8915,151.2249
2017R506,2017,R5,Marvel Stadium,33884,St Kilda,Geelong,-37.8166,144.9475
2017R507,2017,R5,Melbourne Cricket Ground,28997,Hawthorn,West Coast,-37.82,144.9834
2017R508,2017,R5,Melbourne Cricket Ground,85657,Richmond,Melbourne,-37.82,144.9834
2017R509,2017,R5,Melbourne Cricket Ground,87685,Essendon,Collingwood,-37.82,144.9834
2017R601,2017,R6,Manuka Oval,14048,Greater Western Sydney,Western Bulldogs,-35.3181,149.1347
2017R605,2017,R6,Marvel Stadium,15431,North Melbourne,Gold Coast,-37.8166,144.9475
2017R606,2017,R6,Domain Stadium,40836,West Coast,Fremantle,-31.94,115.825
2017R604,2017,R6,The Gabba,13638,Brisbane Lions,Port Adelaide,-27.4858,153.0381
2017R603,2017,R6,Melbourne Cricket Ground,32678,Carlton,Sydney,-37.82,144.9834
2017R602,2017,R6,University of Tasmania Stadium,15571,Hawthorn,St Kilda,-41.426,147.139
2017R609,2017,R6,Adelaide Oval,51069,Adelaide,Richmond,-34.9155,138.5961
2017R607,2017,R6,Marvel Stadium,44040,Essendon,Melbourne,-37.8166,144.9475
2017R608,2017,R6,Melbourne Cricket Ground,46457,Geelong,Collingwood,-37.82,144.9834
2017R701,2017,R7,Marvel Stadium,21160,St Kilda,Greater Western Sydney,-37.8166,144.9475
2017R704,2017,R7,Adelaide Oval,38333,Port Adelaide,West Coast,-34.9155,138.5961
2017R702,2017,R7,Blundstone Arena,10064,North Melbourne,Adelaide,-42.8773,147.374
2017R706,2017,R7,Heritage Bank Stadium,13648,Gold Coast,Geelong,-28.0063,153.3671
2017R705,2017,R7,Marvel Stadium,46387,Western Bulldogs,Richmond,-37.8166,144.9475
2017R703,2017,R7,Melbourne Cricket Ground,70279,Collingwood,Carlton,-37.82,144.9834
2017R709,2017,R7,Domain Stadium,33393,Fremantle,Essendon,-31.94,115.825
2017R708,2017,R7,Melbourne Cricket Ground,38693,Melbourne,Hawthorn,-37.82,144.9834
2017R707,2017,R7,Sydney Cricket Ground,25619,Sydney,Brisbane Lions,-33.8915,151.2249
2017R801,2017,R8,Domain Stadium,38934,West Coast,Western Bulldogs,-31.94,115.825
2017R806,2017,R8,Adelaide Oval,47882,Adelaide,Melbourne,-34.9155,138.5961
2017R803,2017,R8,Marvel Stadium,38014,St Kilda,Carlton,-37.8166,144.9475
2017R805,2017,R8,Melbourne Cricket Ground,57173,Essendon,Geelong,-37.82,144.9834
2017R804,2017,R8,GIANTS Stadium,11360,Greater Western Sydney,Collingwood,-33.8942,151.2293
2017R802,2017,R8,University of Tasmania Stadium,10553,Hawthorn,Brisbane Lions,-41.426,147.139
2017R809,2017,R8,Marvel Stadium,21589,North Melbourne,Sydney,-37.8166,144.9475
2017R807,2017,R8,Melbourne Cricket Ground,31200,Richmond,Fremantle,-37.82,144.9834
2017R901,2017,R9,GMHBA Stadium,30275,Geelong,Western Bulldogs,-38.158,144.3547
2017R902,2017,R9,Marvel Stadium,29778,St Kilda,Sydney,-37.8166,144.9475
2017R904,2017,R9,The Gabba,13802,Brisbane Lions,Adelaide,-27.4858,153.0381
2017R905,2017,R9,Melbourne Cricket Ground,54252,Collingwood,Hawthorn,-37.82,144.9834
2017R903,2017,R9,GIANTS Stadium,10677,Greater Western Sydney,Richmond,-33.8942,151.2293
2017R906,2017,R9,Marvel Stadium,36403,Essendon,West Coast,-37.8166,144.9475
2017R908,2017,R9,Domain Stadium,30313,Fremantle,Carlton,-31.94,115.825
2017R907,2017,R9,Melbourne Cricket Ground,33218,Melbourne,North Melbourne,-37.82,144.9834
2017R1001,2017,R10,GMHBA Stadium,24909,Geelong,Port Adelaide,-38.158,144.3547
2017R1002,2017,R10,Sydney Cricket Ground,36221,Sydney,Hawthorn,-33.8915,151.2249
2017R1006,2017,R10,Adelaide Oval,42415,Adelaide,Fremantle,-34.9155,138.5961
2017R1003,2017,R10,Marvel Stadium,34685,Western Bulldogs,St Kilda,-37.8166,144.9475
2017R1005,2017,R10,Melbourne Cricket Ground,85565,Richmond,Essendon,-37.82,144.9834
2017R1004,2017,R10,TIO Traeger Park,5072,Melbourne,Gold Coast,-23.7091,133.875
2017R1008,2017,R10,Marvel Stadium,32802,Carlton,North Melbourne,-37.8166,144.9475
2017R1009,2017,R10,Domain Stadium,37057,West Coast,Greater Western Sydney,-31.94,115.825
2017R1007,2017,R10,Melbourne Cricket Ground,32750,Collingwood,Brisbane Lions,-37.82,144.9834
2017R1101,2017,R11,Adelaide Oval,37910,Port Adelaide,Hawthorn,-34.9155,138.5961
2017R1102,2017,R11,GMHBA Stadium,30458,Geelong,Adelaide,-38.158,144.3547
2017R1103,2017,R11,Heritage Bank Stadium,11402,Gold Coast,West Coast,-28.0063,153.3671
2017R1105,2017,R11,Marvel Stadium,36100,North Melbourne,Richmond,-37.8166,144.9475
2017R1104,2017,R11,GIANTS Stadium,13671,Greater Western Sydney,Essendon,-33.8942,151.2293
2017R1106,2017,R11,Domain Stadium,34259,Fremantle,Collingwood,-31.94,115.825
2017R1201,2017,R12,Sydney Cricket Ground,20692,Sydney,Western Bulldogs,-33.8915,151.2249
2017R1202,2017,R12,Adelaide Oval,46082,Adelaide,St Kilda,-34.9155,138.5961
2017R1205,2017,R12,Marvel Stadium,34022,Essendon,Port Adelaide,-37.8166,144.9475
2017R1204,2017,R12,The Gabba,11742,Brisbane Lions,Fremantle,-27.4858,153.0381
2017R1203,2017,R12,Melbourne Cricket Ground,27392,Hawthorn,Gold Coast,-37.82,144.9834
2017R1206,2017,R12,Marvel Stadium,23194,Carlton,Greater Western Sydney,-37.8166,144.9475
2017R1207,2017,R12,Melbourne Cricket Ground,70926,Melbourne,Collingwood,-37.82,144.9834
